pl_name,hostname,pl_bmasse,pl_rade,pl_orbper,discoverymethod,disc_year,st_teff,st_rad
KMT-2021-BLG-2609L b,KMT-2021-BLG-2609L,10.17050902,3.17,,Microlensing,2024,,
Kepler-29 c,Kepler-29,4.5,2.34,13.28613,Transit,2011,5378.0,0.732
HD 86226 b,HD 86226,143.0235,14.3,1628.0,Radial Velocity,2009,5863.0,1.053
Kepler-554 b,Kepler-554,17.0,4.29,1.902208556,Transit,2016,5447.0,0.92
Kepler-506 b,Kepler-506,7.9,2.73,6.8834055,Transit,2016,6236.0,1.19
Kepler-1823 b,Kepler-1823,5.0,2.0861268,21.10339928,Transit,2021,6000.0,1.126
Kepler-237 c,Kepler-237,4.98,2.08,8.103636,Transit,2014,4861.0,0.725
Kepler-208 e,Kepler-208,2.79,1.48,16.259458,Transit,2014,6092.0,1.314
HAT-P-5 b,HAT-P-5,311.4734,13.56289,2.78849,Transit,2007,5960.0,1.12
Kepler-254 c,Kepler-254,3.2,2.15,12.412183,Transit,2014,5957.0,0.91
Kepler-1287 b,Kepler-1287,2.99,1.54,11.47685909,Transit,2016,5715.0,0.94
WASP-183 b,WASP-183,159.55066,16.47723,4.1117771,Transit,2019,5313.0,0.871
Kepler-337 c,Kepler-337,4.86,2.05,9.693201,Transit,2014,5684.0,1.761
Kepler-1506 b,Kepler-1506,2.3,1.32,14.0329154,Transit,2016,5676.0,0.93
K2-394 b,K2-394,3.51,1.692,5.095717,Transit,2022,4938.0,0.631
TOI-3457 b,TOI-3457,797.74930157,10.64,32.600268,Transit,2026,6300.0,1.474
Kepler-1830 b,Kepler-1830,11.1,3.32992941,56.49330139,Transit,2021,6160.0,2.046
7 CMa b,7 CMa,587.9855,13.4,735.1,Radial Velocity,2011,4826.0,4.87
Kepler-1390 b,Kepler-1390,1.76,1.18,6.48021673,Transit,2016,5753.0,0.98
Kepler-913 b,Kepler-913,4.9,2.06,10.29672521,Transit,2016,4687.0,0.61
Kepler-350 d,Kepler-350,14.9,2.8,26.136,Transit,2013,6492.3,1.25
K2-19 c,K2-19,11.0,4.1,11.906,Transit,2015,5322.0,0.82
TOI-3160 A b,TOI-3160 A,378.21580433,13.7646283,3.971281,Transit,2025,6190.0,1.346
HD 176986 d,HD 176986,6.76,2.49,61.376,Radial Velocity,2026,4931.0,0.782
HAT-P-45 b,HAT-P-45,283.492,15.984,3.128992,Transit,2014,6330.0,1.319
TOI-622 b,TOI-622,96.30200732,9.2362001,6.402513,Transit,2023,6400.0,1.415
KELT-19 A b,KELT-19 A,1293.5681,21.40919,4.6117093,Transit,2017,7500.0,1.83
HATS-59 c,HATS-59,4036.441,12.3,1422.0,Radial Velocity,2018,5670.0,1.036
Kepler-1333 b,Kepler-1333,8.3,2.81,109.6471842,Transit,2016,5628.0,0.92
Kepler-1605 b,Kepler-1605,1.28,1.08,85.7565495,Transit,2016,5280.0,0.82
Kepler-1913 b,Kepler-1913,2.92,1.51852059,14.1960001,Transit,2021,6214.0,1.076
Kepler-1465 b,Kepler-1465,3.78,1.77,31.8277111,Transit,2016,4726.0,0.71
Kepler-16 b,Kepler-16,105.833,8.4493,228.776,Transit,2011,4450.0,0.6489
55 Cnc f,55 Cnc,44.812,7.59,260.58,Radial Velocity,2007,5198.0,0.98
K2-21 b,K2-21,4.04,1.84,9.325038,Transit,2015,4222.06,0.646783
Kepler-1918 b,Kepler-1918,5.89,2.29763023,47.0564003,Transit,2021,5889.0,0.924
Kepler-577 b,Kepler-577,7.04,2.55,25.69578251,Transit,2016,4984.0,0.73
Kepler-1120 b,Kepler-1120,2.48,1.38,2.949029052,Transit,2016,4904.0,0.74
LP 791-18 c,LP 791-18,7.16,2.488,4.98991,Transit,2019,2960.0,0.182
KMT-2019-BLG-1715L b,KMT-2019-BLG-1715L,813.64072192,13.2,,Microlensing,2021,,
Kepler-953 b,Kepler-953,16.5,4.21,88.40655258,Transit,2016,5416.0,0.99
Kepler-149 b,Kepler-149,16.5,4.21,29.198943,Transit,2014,5381.0,0.953
HD 124330 b,HD 124330,238.37130525,14.0,270.66,Radial Velocity,2021,5873.0,1.30446
KELT-23 A b,KELT-23 A,298.12454,14.829507,2.255251,Transit,2019,5899.0,0.996
Kepler-871 b,Kepler-871,13.5,3.74,22.0459018,Transit,2016,5993.0,1.14
WASP-89 b,WASP-89,1875.197,11.65736,3.3564227,Transit,2015,5130.0,0.88
Kepler-385 c,Kepler-385,13.2,3.04,15.163161,Transit,2014,6326.0,1.126
Kepler-942 b,Kepler-942,5.18,2.13,44.96417488,Transit,2016,4861.0,0.75
WASP-55 b,WASP-55,186.2474465,14.72860064,4.465631,Transit,2012,6096.0,1.09
Kepler-1966 b,Kepler-1966,1.39,1.10479327,8.617429733,Transit,2021,5009.0,0.84
Kepler-212 c,Kepler-212,7.95,2.74,31.805174,Transit,2014,5852.0,1.455
K2-285 e,K2-285,10.7,1.95,14.76289,Transit,2018,4975.0,0.787
K2-91 b,K2-91,1.37,1.1,1.419549,Transit,2016,3622.0,0.284
K2-329 b,K2-329,82.6358,8.675766,12.4551225,Transit,2020,5282.0,0.822
Kepler-819 b,Kepler-819,8.05,2.76,33.1995648,Transit,2016,5279.0,0.81
TOI-2345 b,TOI-2345,3.49,1.504,1.0528573,Transit,2025,4687.0,0.729
DMPP-1 e,DMPP-1,4.13,1.86,5.516,Radial Velocity,2019,6196.0,1.26
KMT-2020-BLG-0414L b,KMT-2020-BLG-0414L,1.87,1.2,,Microlensing,2021,,
HD 11505 b,HD 11505,2510.52658689,12.6,32669.22247,Radial Velocity,2022,5757.15,1.19568
WASP-45 b,WASP-45,306.38812,10.603714,3.126089,Transit,2011,5150.0,0.855
75 Cet c,75 Cet,289.85950718,13.9,2051.62,Radial Velocity,2023,4809.0,10.38
Kepler-195 b,Kepler-195,4.78,2.03,8.307872,Transit,2014,5329.0,0.775
TOI-1136 g,TOI-1136,5.6,2.53,39.545,Transit,2022,5770.0,0.968
K2-83 c,K2-83,2.8,1.483,9.99767,Transit,2016,3910.0,0.424
Kepler-994 b,Kepler-994,3.19,1.6,1.151166506,Transit,2016,3934.0,0.54
KELT-21 b,KELT-21,1242.7153,17.777474,3.6127647,Transit,2018,7598.0,1.638
TOI-270 d,TOI-270,4.2,2.0,11.38194,Transit,2019,3506.0,0.38
GJ 9404 b,GJ 9404,11.9,3.48,13.4586,Radial Velocity,2023,3811.0,0.626041
Kepler-376 b,Kepler-376,1.24,1.07,4.920199,Transit,2014,5900.0,1.175
Kepler-1517 b,Kepler-1517,68.7,9.76,5.546083665,Transit,2016,7010.0,1.95
Kepler-1876 b,Kepler-1876,2.4,0.853,6.99205,Transit,2021,6104.0,1.477
EPIC 246851721 b,EPIC 246851721,953.49,11.780659,6.180235,Transit,2018,6202.0,1.586
K2-226 b,K2-226,2.98,1.53899305,3.27109,Transit,2018,5288.0,0.889
TOI-4860 b,TOI-4860,86.7,8.7,1.5227591,Transit,2023,3260.0,0.358
HD 203387 b,HD 203387,1106.04285636,13.1,512.5352,Radial Velocity,2022,5174.32,10.5852
Kepler-199 b,Kepler-199,9.85,3.11,23.637604,Transit,2014,5644.0,0.967
WASP-42 b,WASP-42,167.49641,12.576498,4.9816819,Transit,2012,5315.0,0.892
HD 6061 b,HD 6061,10.0,2.42763557,5.2549,Transit,2023,5934.0,1.0072
Kepler-248 c,Kepler-248,15.6,4.07,16.239494,Transit,2014,5190.0,0.831
HD 13189 b,HD 13189,3480.2385,12.4,471.60001,Radial Velocity,2005,4175.0,38.41
HD 1461 b,HD 1461,6.44,2.42,5.77152,Radial Velocity,2010,5765.0,1.152288
TOI-5232 b,TOI-5232,743.71847238,12.778238,4.0966692,Transit,2024,6500.0,1.785
HD 133131 A c,HD 133131 A,133.4886,14.3,3568.0,Radial Velocity,2016,5799.0,0.955014
TOI-333 b,TOI-333,20.1,4.26,3.7852503,Transit,2025,6241.0,1.1
HD 285507 b,HD 285507,311.4734,13.8,6.0881,Radial Velocity,2013,4503.0,0.69
Kepler-1319 b,Kepler-1319,2.36,1.34,2.886762645,Transit,2016,3655.0,0.54
K2-374 c,K2-374,5.53,2.213,16.43445,Transit,2022,5789.0,0.907
TOI-4529 b,TOI-4529,4.9,1.77,5.879577,Transit,2026,3697.0,0.48
K2-395 b,K2-395,7.26,2.597,4.803352,Transit,2022,5007.0,0.783
Kepler-1047 b,Kepler-1047,5.02,2.09,56.1886887,Transit,2016,5754.0,1.13
KOI-1833 d,Kepler-968,11.02,2.58,7.685,Transit,2021,4413.0,0.667
HD 16905 b,HD 16905,3591.4609991,12.4,10256.0,Radial Velocity,2022,4866.12,0.77494
Kepler-1711 b,Kepler-1711,4.36,1.923,21.06080055,Transit,2021,5706.0,1.034
Kepler-734 b,Kepler-734,12.4,3.56,6.104852856,Transit,2016,5326.0,0.78
Kepler-521 b,Kepler-521,10.2,3.18,22.20813214,Transit,2016,6406.0,1.46
TOI-1516 b,TOI-1516,1004.33776612,15.24421375,2.056014,Transit,2022,6520.0,1.14
WASP-163 b,WASP-163,594.3421,13.473218,1.6096884,Transit,2018,5500.0,1.015
TYC 8998-760-1 c,TYC 8998-760-1,1906.98,12.3299,,Imaging,2020,4573.0,1.02
HD 104067 c,HD 104067,13.2,3.69,13.8992,Radial Velocity,2024,4952.0,0.78
TOI-150.01,TOI-150,797.7533,14.067295,5.857487,Transit,2019,6255.0,1.526
Kepler-514 b,Kepler-514,3.61,1.72,5.65179605,Transit,2016,6106.0,1.44
Kepler-358 c,Kepler-358,8.5,2.85,83.488369,Transit,2014,5908.0,0.954
Kepler-1377 b,Kepler-1377,2.1,1.25,0.740928422,Transit,2016,5218.0,0.82
Kepler-1720 b,Kepler-1720,10.4,3.21585295,12.70639992,Transit,2021,5573.0,0.839
TIC 86380416 b,TIC 86380416,6.4,2.4123612,6.0408643461,Transit,2026,5723.74,0.989724
Kepler-665 b,Kepler-665,7.27,2.6,16.01310205,Transit,2016,4913.0,0.74
TOI-332 b,TOI-332,57.2,3.2,0.777038,Transit,2023,5251.0,0.87
K2-133 b,K2-133,2.36,1.34,3.07133,Transit,2017,3655.0,0.455
OGLE-2018-BLG-0298L b,OGLE-2018-BLG-0298L,44.49597698,7.56,,Microlensing,2022,,
